-8.790554298081709739e-01,9.903547558619141267e-01,-7.973984566739803492e-01,2.367099171344347885e-01
-8.424995971505491177e-01,9.491754572647590482e-01,-7.642423842990071492e-01,8.786033378850812703e-01
-8.791111073669451992e-01,9.904109287920208615e-01,-7.974436909463592515e-01,3.458490540045616735e-01
-8.791037373529460019e-01,9.904116014319569450e-01,-7.974442330809738966e-01,3.553729751078891219e-01
-8.789355274679120367e-01,9.902148103301965376e-01,-7.972858016021104888e-01,6.826983276066849182e-01
-8.790960098160515157e-01,9.903976919042603022e-01,-7.974330274957052156e-01,2.413640735955068228e-01
-8.710985624782361381e-01,9.815116314505153428e-01,-7.902783283285257365e-01,9.796354613131180722e-01
-8.633837844106779791e-01,9.727038176914399870e-01,-7.831865711979779654e-01,6.534775468074442983e-01
-8.791513264418978624e-01,9.904547747782863620e-01,-7.974790129142642625e-01,6.912401007691301169e-01
-8.790995086216003562e-01,9.903981652457501950e-01,-7.974334135911189669e-01,3.346233636479200579e-01
8.700373674710286664e-01,9.821117685425327926e-01,7.907362510481695805e-01,1.037665887631646910e-01
8.757515437752129150e-01,9.871977159906517585e-01,7.945224461857751663e-01,1.054896275766321612e-01
8.788919642006486344e-01,9.818257143807865850e-01,7.910661150163935673e-01,9.194484495551630276e-02
8.774457165105917777e-01,9.885396056430457712e-01,7.974290543595645708e-01,1.549174341482256745e-01
8.703975163413931737e-01,9.826382021427023661e-01,7.916201511045044548e-01,1.052461955582243425e-01
8.722288393104219439e-01,9.832491537688049510e-01,7.925559559521397901e-01,1.263216896576213055e-01
8.771590195612137819e-01,9.785537601138434294e-01,7.878783454545238429e-01,4.565240160647998646e-02
8.759597553549459681e-01,9.874643818906136961e-01,7.945600373680081763e-01,1.002047709415282983e-01
8.758359988597731460e-01,9.854294905011867778e-01,7.933923619116650672e-01,7.202066097806419931e-02
8.777923746739645372e-01,9.885897881885915561e-01,7.971875191210435752e-01,1.815539380823563143e-01
8.677884374985401772e-01,9.770539587020864447e-01,7.864128964046508408e-01,1.239458664541485122e-01
8.794642590566239537e-01,9.881951918077257480e-01,7.947449904466452608e-01,1.325379886093727144e-01
8.758769265287942307e-01,9.875466146329912043e-01,7.960982523215228701e-01,1.473179365863493961e-01
8.743100270439332355e-01,9.856149141096562927e-01,7.931378082144471264e-01,1.579385295747260942e-01
8.768514576526664772e-01,9.802424102191025224e-01,7.894060692415557634e-01,5.461190923713171719e-02
8.777632100172169105e-01,9.893432780979088959e-01,7.982319567048594688e-01,1.400512202754627955e-01
8.796279492071513717e-01,9.883854936282753245e-01,7.945951596908276127e-01,1.138465749953057604e-01
8.593565456972768191e-01,9.668766999137379248e-01,7.788063672916919478e-01,1.149833181245448754e-01
8.792458768605384556e-01,9.875858264623296190e-01,7.957565560185940745e-01,1.169074592521877065e-01
8.792147357053553547e-01,9.897276055380505033e-01,7.978911935666190836e-01,1.313053707015615079e-01
8.789503551236460543e-01,9.882067953672918348e-01,7.946262949449179880e-01,1.189453944331479995e-01
8.745433582269622752e-01,9.866456549599080805e-01,7.955725905106391105e-01,1.283556401375633427e-01
8.793568678940988370e-01,9.863747408519167870e-01,7.941061303541182559e-01,1.201804225276989491e-01
8.781402694717694857e-01,9.839381000652093201e-01,7.935722190201932591e-01,1.614005744028433886e-01
8.788898070150509279e-01,9.891652330599561838e-01,7.969792988449682092e-01,1.077580490646723455e-01
8.618936457763479719e-01,9.703883406679564283e-01,7.816081785175643670e-01,1.250591524246970065e-01
8.792974904761373667e-01,9.896767899443880134e-01,7.970807670778438103e-01,1.359212859931486217e-01
8.730957215277121986e-01,9.836918336273947627e-01,7.922058740163722135e-01,1.607926111024017279e-01
8.794808626465004942e-01,9.845967330904604742e-01,7.929244593906222827e-01,8.061372256474730325e-02
8.797368299986026985e-01,9.877127593960158825e-01,7.951652879654006467e-01,8.288291093486238603e-02
8.764344612907473131e-01,9.873720136766707123e-01,7.945142228948856022e-01,1.060776016400916677e-01
8.793155285339532279e-01,9.875066236094126593e-01,7.957567384346037054e-01,1.222262660241769661e-01
8.684757486101785107e-01,9.799704065946825970e-01,7.902341265306527252e-01,1.380038707996252278e-01
8.777902741956562505e-01,9.892312360892577816e-01,7.967668642227292430e-01,9.773650910327091879e-02
8.751954195698671279e-01,9.873037370890327402e-01,7.961306702489893139e-01,1.339799213419960444e-01
8.778694913537913314e-01,9.800196729566120757e-01,7.896769144418436248e-01,7.344768883560554018e-02
8.736456294773584652e-01,9.836879681886370186e-01,7.932717659234305163e-01,1.393355695564297281e-01
8.677336151430053990e-01,9.782599867833806639e-01,7.878535491188422002e-01,9.699510884596657112e-02
8.792624809285891629e-01,9.898578654243881392e-01,7.974664765760963725e-01,9.476074190867811442e-02
8.792213677293203578e-01,9.892344637310176436e-01,7.960839210024267532e-01,1.458220946977044630e-01
8.636636269282834677e-01,9.709104624373973147e-01,7.829139039693796542e-01,1.655673495508486748e-01
8.789732495277903235e-01,9.903468518668214760e-01,7.995167764307093972e-01,1.609934367525792109e-01
8.769044669208476694e-01,9.882436854273669580e-01,7.933558074874457189e-01,1.576073677307293086e-01
8.777039374600497101e-01,9.890176113469871799e-01,7.961704422026957273e-01,1.351620361440791784e-01
8.748147018986679457e-01,9.781425933646038517e-01,7.872851415310098133e-01,3.461114709794915756e-02
8.773295042685028688e-01,9.889917984958721542e-01,7.983827837410957251e-01,1.465971685379316436e-01
8.792957094312756627e-01,9.880016076954203363e-01,7.957870461339291435e-01,8.808554306768306974e-02
8.646092362589437030e-01,9.774643636769226873e-01,7.863147736698872237e-01,1.107368431330399416e-01
8.794863891125194177e-01,9.843890935302783696e-01,7.924649770424933015e-01,9.615032995785899317e-02
8.762372425514834973e-01,9.876605596008567467e-01,7.952308077147074439e-01,1.162986564444750681e-01
8.758627682293055328e-01,9.874454632726126224e-01,7.961545013994327791e-01,1.348410310809448065e-01
8.796210988079955495e-01,9.862993608566360537e-01,7.943235588835960703e-01,7.803918935076115115e-02
8.781618457928921373e-01,9.888743055815965022e-01,7.979793078095641645e-01,1.338409980325148130e-01
8.790158158080882966e-01,9.902668965924315003e-01,7.991642420019222648e-01,1.364504564939389986e-01
8.702848282476457475e-01,9.819717015996238807e-01,7.910448064424218106e-01,1.269518342673102151e-01
8.793966931486335570e-01,9.886196185539597447e-01,7.953838065446050543e-01,1.091306480245289867e-01
8.794869453462444975e-01,9.889203650368424414e-01,7.954698692094226420e-01,1.339871694347190001e-01
8.649622900597924158e-01,9.738534962174435483e-01,7.837540376533569386e-01,1.098112955852491024e-01
8.779711340492993843e-01,9.830478230474232193e-01,7.919501271876064896e-01,7.186791635656536448e-02
8.680943742238355076e-01,9.791775597654525098e-01,7.889625656295224942e-01,1.378444764957781343e-01
8.778456123034364955e-01,9.892678626977819967e-01,7.989446595343590030e-01,1.592661387690831321e-01
8.783106479270352818e-01,9.897304889102818137e-01,7.973234710928555069e-01,9.857793710822998490e-02
8.794414157755419126e-01,9.876853333883696129e-01,7.945663058813923207e-01,1.236361433294215217e-01
8.668567632926174049e-01,9.741941832273712798e-01,7.837583819446729549e-01,1.383275432244740477e-01
8.761956707535942801e-01,9.878116037088855439e-01,7.958376626860579339e-01,1.216776715394734532e-01
8.776070928558441508e-01,9.800948327665156556e-01,7.897364707528496952e-01,7.371161767011746857e-02
8.767264499622183793e-01,9.882466141617319844e-01,7.960329893667885681e-01,1.633765790162866050e-01
8.720582044285681844e-01,9.818249198568217428e-01,7.921033824117617028e-01,1.536707448053482583e-01
8.756289357162885256e-01,9.874014866416971348e-01,7.962357200470956409e-01,1.302849104063210639e-01
8.788876901574449452e-01,9.837047141238927095e-01,7.923592593315273991e-01,7.171933725106865998e-02
8.786906100149132204e-01,9.833692368947806184e-01,7.927711904569667567e-01,9.561809067110127458e-02
8.780565491579434001e-01,9.884516092529118669e-01,7.945548353045222001e-01,1.106916796043928564e-01
8.769306848957089118e-01,9.881758283788836250e-01,7.942968313957475823e-01,1.655139094641933095e-01
8.605540353890901439e-01,9.670507991318183505e-01,7.759227344322731090e-01,1.290541105773345132e-01
8.781230160496564796e-01,9.886356467926858960e-01,7.947511485461780101e-01,1.011742507408532887e-01
8.765207660901891407e-01,9.875380116097597361e-01,7.944790152294093355e-01,1.062841076354480996e-01
8.784631841697430055e-01,9.898831919639554666e-01,7.990739663937013182e-01,1.493006543988558699e-01
8.792042639903866474e-01,9.903751101972418924e-01,7.989405090430485856e-01,1.331237265683758997e-01
8.754205668806186447e-01,9.866415510891052287e-01,7.951425761344994569e-01,1.165372734876645722e-01
8.788267290643055896e-01,9.837486701568437519e-01,7.923660180669132025e-01,7.834778194982228161e-02
8.682110562878466720e-01,9.789304954895929889e-01,7.883834179743667292e-01,1.021370593159361406e-01
8.774679032368316589e-01,9.888687145243137966e-01,7.949393337760192191e-01,1.637663467097691394e-01
8.779915000527008795e-01,9.868524923354188294e-01,7.962675430432973878e-01,1.522191354602780433e-01
8.737879690880693273e-01,9.838334111652321523e-01,7.908320171930466325e-01,1.318030214764046026e-01
8.797625182461840110e-01,9.854454684203121095e-01,7.942311936467323363e-01,1.006144173842763445e-01
8.791720999617038679e-01,9.888273517785480804e-01,7.950013884341577963e-01,1.162502265937972457e-01
8.689148935665423901e-01,9.793461608851959932e-01,7.894349449444192368e-01,1.346825507530221011e-01
8.769994217720321616e-01,9.823077839842696557e-01,7.912176268798420953e-01,6.352002314141907968e-02
8.800447805519313604e-01,9.848555126231446355e-01,7.926549093602076601e-01,1.051423207395386639e-01
8.786505421445255370e-01,9.897066924303371538e-01,7.961659689833573417e-01,1.720586849619556435e-01
8.794174957573184237e-01,9.881307790377005240e-01,7.957684459979510461e-01,1.074208032000976698e-01
8.798458676734703943e-01,9.857735781696299604e-01,7.934684646755743032e-01,9.072157247604079044e-02
8.776453487272658505e-01,9.889100972182711669e-01,7.964646108454143114e-01,9.563999383614696370e-02
8.753255275528006862e-01,9.871585168294174650e-01,7.963430727046767466e-01,1.447219481397108432e-01
8.717542494639259898e-01,9.806334010229638132e-01,7.907585794524065737e-01,1.689970351412116711e-01
8.686539566063844475e-01,9.749061054154474215e-01,7.879077470012855189e-01,1.920481990006873696e-01
8.795100779318102413e-01,9.887713106260435092e-01,7.959847622425533231e-01,9.969472335527956863e-02
8.790453565068971908e-01,9.863214227567064230e-01,7.939353598351474028e-01,1.036533048041914373e-01
8.669760810366961001e-01,9.752804567057800078e-01,7.832338429027766447e-01,1.636022423553744609e-01
8.798034624014050564e-01,9.873800831385745047e-01,7.946938704348832649e-01,1.141509342916037784e-01
8.772456607244991655e-01,9.819960244788368264e-01,7.911477164589455491e-01,7.823003983156245900e-02
8.726988169999555511e-01,9.845637360474344124e-01,7.929016682945360106e-01,8.678630593538239069e-02
8.699912048165471257e-01,9.821510707680357610e-01,7.914549568520014011e-01,1.228832478717976073e-01
8.776710225903796569e-01,9.828429098908586514e-01,7.915869018040089244e-01,5.882923989024213540e-02
8.750008603560953668e-01,9.868098662356660222e-01,7.958156926619832650e-01,1.343872532670027375e-01
8.704515317641576821e-01,9.796086407101372018e-01,7.882689362287426116e-01,1.640874810430845709e-01
8.786847108678884632e-01,9.895383752444794068e-01,7.989756526170951334e-01,1.589328055285407770e-01
8.785056200475852561e-01,9.793627210607230849e-01,7.891864388401313990e-01,7.456987574571072308e-02
8.768354705430099205e-01,9.883202198806098071e-01,7.958217228745086969e-01,1.017133264101009460e-01
8.711869096215669739e-01,9.791648375131076776e-01,7.905892537395019515e-01,1.749329411376470689e-01
8.789877747902294924e-01,9.841939475789572844e-01,7.924099558607160532e-01,9.228033495977522316e-02
8.782345237551096861e-01,9.890065795859178666e-01,7.966247007750311138e-01,1.503186823580442422e-01
8.685480178643079086e-01,9.768590871797508957e-01,7.852442276881554939e-01,9.866948455996482625e-02
8.775831978541889233e-01,9.890354749371439436e-01,7.982098575167340115e-01,1.435080313940654828e-01
8.709980233149929862e-01,9.812135274145294961e-01,7.907037446952888127e-01,1.223216533716128818e-01
8.748160839920011700e-01,9.867640989300719978e-01,7.952702864821618034e-01,1.153584440511186138e-01
8.770067102583315455e-01,9.879255198679217642e-01,7.948219635092087509e-01,9.737808367627992512e-02
8.781493526669925664e-01,9.786794375847067684e-01,7.880864750353846482e-01,5.110622209845455677e-02
8.763264244223230026e-01,9.866499097645068383e-01,7.942515014243622939e-01,1.898457875210402546e-01
8.764804609482590436e-01,9.878522949169727951e-01,7.934977591661642737e-01,1.606934611706744565e-01
8.781400702649984069e-01,9.886922366558680286e-01,7.960164463638147447e-01,9.035496508404633476e-02
8.775376792379901980e-01,9.885155639014112650e-01,7.941232340617506713e-01,1.395474291850616333e-01
8.615562665207563420e-01,9.742740589552723041e-01,7.834557386723466355e-01,8.962084044944090833e-02
8.698271458264321687e-01,9.812753702800158795e-01,7.886678637445849738e-01,1.460987803325522472e-01
8.783265364064185565e-01,9.889040141552039032e-01,7.972786601670240891e-01,1.319958460119974863e-01
8.793988063357924823e-01,9.888014785775596227e-01,7.957175998676638828e-01,1.354361703033882813e-01
8.784202581182186664e-01,9.833306089275473116e-01,7.921739821175975971e-01,7.405672484843806025e-02
8.787295863545536712e-01,9.877962180363123457e-01,7.957142981034417417e-01,7.768149867374413153e-02
8.792740455059823157e-01,9.890761234402144497e-01,7.971569451175326559e-01,1.289526931519701658e-01
8.765133220270786563e-01,9.877751512505914544e-01,7.964976067639439883e-01,1.210825846619977275e-01
8.792673523199338037e-01,9.842683874782214293e-01,7.927529181761271415e-01,8.592602227847317975e-02
8.761882667886617959e-01,9.875297473906000656e-01,7.956085760960084352e-01,1.280322741946117171e-01
8.793870173505285992e-01,9.841774677655641401e-01,7.929453362820808593e-01,1.063244505471367951e-01
8.681200931669509346e-01,9.796189410656785945e-01,7.896617108527553830e-01,1.287721612334232768e-01
8.787429248217392130e-01,9.848347743816262545e-01,7.932497543721591660e-01,8.684331781193505018e-02
8.621645064338010478e-01,9.667661022995304165e-01,7.775955692295257737e-01,1.066596812375447678e-01
8.744148709224410787e-01,9.846286166719181443e-01,7.940718954154876164e-01,1.614722207350228755e-01
8.774672176842895910e-01,9.890513315013055307e-01,7.980968865821885805e-01,1.450868432282961806e-01
8.760203802623673930e-01,9.876413293479020528e-01,7.964408248221650499e-01,1.349201914720685735e-01
8.792660786565182907e-01,9.897694651627898521e-01,7.970828659514515024e-01,7.314041053514808155e-02
8.790719359933200083e-01,9.847166433095613236e-01,7.923257490847309681e-01,1.471749677853395610e-01
8.796895039877136169e-01,9.880151505107359622e-01,7.943016493020802482e-01,1.081102348727890350e-01
8.689596337696484651e-01,9.783227516857233574e-01,7.879918158895998781e-01,1.140174365909350507e-01
8.714264443673430671e-01,9.827926028802956848e-01,7.923497831980352846e-01,1.319920711711838335e-01
8.793162650958253890e-01,9.886540400895712510e-01,7.974442239730039628e-01,1.209505372145546764e-01
8.791224682286523651e-01,9.823049977422686485e-01,7.913131180415355903e-01,7.374960381519646280e-02
8.739981644741590117e-01,9.859388661926568043e-01,7.948638945214023810e-01,1.294634879369119251e-01
8.797482050170195578e-01,9.878448398142118947e-01,7.940275331482414822e-01,1.143364258731704441e-01
8.761262064683770223e-01,9.841199836955164537e-01,7.952384318503588068e-01,1.857223043218521608e-01
8.785592409167238825e-01,9.890476905665344098e-01,7.961772747089728153e-01,9.244135254111912614e-02
8.788100922082751065e-01,9.898849359559892536e-01,7.974689107942136701e-01,1.091538518963658944e-01
8.737352358172387756e-01,9.839708730069236520e-01,7.924334851209589026e-01,1.251752635005719538e-01
8.794386582266473518e-01,9.887055398724504673e-01,7.966963839083263110e-01,1.296077336160534332e-01
8.788246772339808333e-01,9.874731969143460963e-01,7.962931192251844204e-01,1.093625480553915841e-01
8.793642397695673463e-01,9.828560872703446805e-01,7.915711425350240305e-01,8.889236605639033728e-02
8.798116769342391175e-01,9.873828602599792337e-01,7.936921074102134543e-01,1.132993560505395347e-01
8.624661846404688692e-01,9.722603380530114858e-01,7.818053567118926628e-01,1.385983211632377254e-01
8.784063280473490831e-01,9.886427022065992221e-01,7.948348798915159108e-01,1.002822538671399588e-01
8.760475295713110455e-01,9.872660338766239274e-01,7.951107765337299682e-01,9.233201362066661977e-02
8.734236559851988879e-01,9.845170039977069187e-01,7.937710495331298244e-01,1.457894856675814310e-01
8.794939395941685500e-01,9.876207144311440755e-01,7.955265959973263357e-01,1.391239801294714695e-01
8.782287561164155987e-01,9.882749025514451224e-01,7.948251633818715911e-01,1.060922311242919469e-01
8.761811496262639221e-01,9.876170318193162601e-01,7.961346395842139323e-01,1.552359895613053542e-01
8.792197110469111010e-01,9.841227610287734962e-01,7.926006537694885168e-01,8.339957339851961082e-02
8.788716741720843384e-01,9.891730405998861997e-01,7.975303155206471262e-01,1.379904690077362051e-01
8.685342424767763525e-01,9.800980372149714626e-01,7.891870638664124638e-01,1.081807365327674963e-01
